PARTIDO,DEPTO,CIRCUITO,SERIES,ESCRUTINIO,PRECANDIDATO,HOJA,CNT_VOTOS,ZONA
PARTIDO COLORADO,SO,,MAA,"OJEDA SPITZ, Andres",,1010,2,MAA
PARTIDO COLORADO,SO,,MAA,"SILVA GARCIA, Robert",,6,3,MAA
PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE,SO,,MAA,"VEGA ERRAMUSPE, Cesar Enrique",,1330,2,MAA
PARTIDO IDENTIDAD SOBERANA,SO,,MAA,"SALLE LORIER, Gustavo Alberto",,18010,3,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,5,4,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,22,2,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,97,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,151,1,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,200,7,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,404,9,MAA
PARTIDO NACIONAL,SO,,MAA,"DELGADO CERETTA, Alvaro Luis",,4040,1,MAA
PARTIDO NACIONAL,SO,,MAA,"GANDINI ASTESIANO, Jorge Osvaldo",,250,1,MAA
PARTIDO NACIONAL,SO,,MAA,"IAFIGLIOLA PIMENTEL, Carlos Alberto",,252,1,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,71,8,MAA
PARTIDO NACIONAL,SO,,MAA,"RAFFO DEGEROMINI, Maria Laura",,1903,34,MAA
CABILDO ABIERTO,SO,,MAA,"MANINI STRATTA, Guido",,7001,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,90,9,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1001,9,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1303,3,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,1358,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,2040,2,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,3311,1,MAA
FRENTE AMPLIO,SO,,MAA,"COSSE GARRIDO, Ana Carolina",,99000,9,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,9,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,52,5,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,77,7,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,95,6,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,502,2,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,609,11,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,711,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,939,1,MAA
FRENTE AMPLIO,SO,,MAA,"ORSI MARTINEZ, Yamandu Ramon",,1828,1,MAA
